title,text,rating,date_original,year,month,visit_category,language,tokens_count,keywords,id,sentiment_overall,sentiment_score,type,review.review_id,review.title,review.text,review.rating,review.date_original,review.year,review.month,review.visit_category,review.language,review.sentiment.overall,review.sentiment.score,review.tokens_count,review.keywords,data,dtitle,name,source_id,review_id,business_unit,trip_type,author.name,author.country,location.name,location.city,location.country,tour_id,reviews,isFake,fakeReason,data.title,data.text,data.rating,data.date_original,data.year,data.month,data.visit_category,data.language,data.sentiment.overall,data.sentiment.score,data.tokens_count,data.keywords,detailed,año,mes,titulo,texto,calificación,fecha_original,categoría_visita,idioma,conteo_tokens,palabras_clave,sentimiento.general,sentimiento.puntuación,detailed_analysis.step_1_review_id,detailed_analysis.step_2_title,detailed_analysis.step_3_text,detailed_analysis.step_4_rating,detailed_analysis.step_5_date,detailed_analysis.step_6_language,detailed_analysis.step_7_sentiment,detailed_analysis.step_8_tokens_count,detailed_analysis.step_9_keywords,final_output.title,final_output.text,final_output.rating,final_output.date_original,final_output.year,final_output.month,final_output.visit_category,final_output.language,final_output.sentiment.overall,final_output.sentiment.score,final_output.tokens_count,final_output.keywords,a,b,c,d_original,e,f,g,h,l,m,i.j,i.k,tags,reviewer.name,reviewer.country,reviewer.total_reviews,property.property_id,property.property_name,property.brand,property.address,property.stars,property.property_type,stay.check_in,stay.nights_stayed,stay.room_type,stay.num_guests,stay.num_rooms,stay.purpose,stay.travelers,ratings.cleanliness,ratings.comfort,ratings.location,ratings.facilities,ratings.staff,ratings.value_for_money,ratings.wifi,ratings.avg_rating,ratings.max_rating,trip_info.source,trip_info.trip_type,trip_info.device,trip_info.helpful_votes,a2,reviewId,author,authorUrl,authorImage,review,ratingDate,numHelpful,labels,pics,reviewLink,pubdate,is_verified,source,hotel_name,city,country,gfg,gpt,prompt_tokens,completion_tokens,total_tokens,stays,trip_date,trip_composition,stay_duration,languages,version,photos,helpful_count,responses,product_info,reviewer.user_image,reviewer.username,reviewer.url,reviewer.age_group,reviewer.language,reviewer.is_verified,reviewer.contributions,reviewer.location,reviewer.first_review,reviewer.last_review,reviewed.id,reviewed.title,reviewed.description,reviewed.url,reviewed.photo_count,reviewed.location,dates.review,dates.property,dates.collected,duplicated,similarity_score,original_review_id,reviewer_similarity_score,metadata.reviewer_name,metadata.reviewer_location,metadata.reviewer_contribution_count,metadata.reviewer_helpful_count,metadata.reviewer_avatar,stars,date,required,properties.title.type,properties.text.type,properties.rating.type,properties.date_original.type,properties.year.type,properties.month.type,properties.visit_category.enum,properties.language.type,properties.sentiment.type,properties.sentiment.properties.overall.enum,properties.sentiment.properties.score.type,properties.sentiment.required,properties.tokens_count.type,properties.keywords.type,properties.keywords.items.type,a5d5a,gpt4o,total_reviews,detailed_analysis,dtext,drating,ddate_original,dyear,dmonth,dvisit_category,dlanguage,dtokens_count,dkeywords,dsentiment.doverall,dsentiment.dscore,d1e1a2c,t,r,d_o,y,v_c,t_c,k,s.o,s.sc,reviewer,reviewer_city,reviewer_country,dato_original,d11a2b3c,d,dual,message,properties.visit_category.type,properties.sentiment.properties.overall.type,properties.sentiment.properties.score.minimum,properties.sentiment.properties.score.maximum,properties.keywords.minItems,properties.keywords.maxItems,d7e4b1a,a123,titl3,categoria_visita,sentimiento.puntaje,groomer_id,groomer_name,groomer_image_thumb
,"Super interesting tour!  I felt like I learned so much in a short period of time. Not only did we discuss the history of Barranco and its murals, but I learned some new things about Lima‘s history and history of Peru as well.  My tour guide was Giovana and it was just me and her on the tour!  She answered all my questions and she even gave me a recommendation for a Peruvian Chinese restaurant in the area that is supposed to be one of the best in town.  The restaurant turned out to be amazing!",5,Jul 2025,2025.0,July,Solo,en,106.0,"['tour', 'barranco', 'giovana', 'history', 'lima', 'peru', 'murals', 'restaurant', 'chinese', 'recommendation']",1584,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beautiful artwork and talented artist,"Peru has some talented artists, there are painted street murals everywhere. Pictures don't do it justice. It's a great place to take a stroll with family. Kids. Or a partner. There's street vendors everywhere that sell ice cream, pastries, jewelry, clothes, souvenirs, and etc.",3,Jul 2025 • Family,2025.0,July,Family,en,64.0,"['talented', 'artist', 'artwork', 'murals', 'family', 'street', 'vendors', 'stroll', 'peru', 'souvenirs']",1585,positive,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Enterprise made the trip not pleasant,"The experience with this tour left much to be desired. My boyfriend and my friend Julia made the reservation months in advance, even in April, choosing a tour with a guide in Portuguese, just to facilitate our understanding during the trip. However, the organization has failed from the beginning. On the scheduled day (07/07/25), we followed at dawn to the meeting point indicated on the voucher, but there was no one from the Enterprise there. We tried to contact the Enterprise after we spent a while waiting and nothing from the bus, and they said they were going to send a taxi. We ended up being rushed into a taxi to reach the bus that was already going for the tour, that is, they had forgotten us. The problem is that when we got on the bus, we found that there was no guide in Portuguese, as contracted, and that the vehicle was in precarious conditions: dirty seats, toilet without hygiene and no cleaning throughout the journey, even after unpleasant incidents such as vomiting in the hallway. The smell worsened over time, making the journey uncomfortable. Another negative point was the end of the tour: there was no guidance on where we should go, and the guide simply left the group and said goodbye to us on the bus. They said they could not leave in a street that we didn't even know and not at the point that was marked to leave us. We had to locate ourselves on our own and order a shuttle to our accommodation, which was quite exhausting after such a long day, taking the fact that it was already 22hrs of the night on an untouched street in a city we did not know. In addition, we went through an extremely embarrassing situation: at one of the stops, the guide authorized us to use the bathroom and, therefore, we were the last to return to the bus. When we came back, he joked about the situation and encouraged the others to applaud us, joking unnecessarily. As we did not master Spanish, we did not immediately understand the reason for the reaction, which further increased the discomfort. The places we visit are beautiful that no doubt, but it is essential to hire a serious and responsible Enterprise, because the wrong choice can completely compromise the experience. Unfortunately, this Enterprise is not prepared to offer a quality Service. I do not recommend and would not hire again.",1,Jul 2025 • Friends,2025.0,July,Friends,en,348.0,"['enterprise', 'tour', 'guide', 'bus', 'portuguese', 'dirty', 'hygiene', 'vomiting', 'embarrassing', 'uncomfortable']",1587,negative,-0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WE DON'T RECOMMEND THIS ENTERPRISE - Disorders with place of departure, guide and place of return. Unhealthy bus.","Unfortunately this tour was not a good experience for me and my friends. We made the reservation well in advance (we booked in April to travel in July). We hire a guide in Portuguese because we are Brazilians, and after the booking confirmation, we receive a voucher with instructions and the place of departure. At no time has the agency contacted us, neither through tripadvisor nor by phone.On the day of the tour 07/07/25 at 4am, we went to the meeting point informed in the voucher. When I got there, the Enterprise wasn't there. We wait until the agreed time at 4:30 and none of them show up. With that, I contacted them through tripadvisor and to our surprise, they had forgotten us. They sent an urgent taxi to pick us up to take us to the bus that was already following the journey. Arriving on the onibus, we had the surprise that our guide did not speak Portuguese, only Spanish, and the onibus would never pass at the meeting point informed on the voucher, nor on the return. The bus was in bad condition, with dirty seats and unhealthy bathroom. To help, a child vomited in the hallway during the journey and the place was not cleaned at all. With every hour passing, the bathroom became dirty and unhealthy as people continued to use it. At the end of the trip, I was only eager to open the bathroom door, because there was that strong smell of physiological needs. At the end of the trip, the guide did not give us isntrutions from where to stop, and went down at a metro stop. I had to open my google maps to know where we were and talk to the driver to decide the best place to go down. We were left at 22:00 on an avenue in Lima away from our airbnb, and we had to ask for Uber to go home.Besides all this, our communication with the guide was quite challenging, given that we are not fluent in Spanish and we had hired a guide in Portuguese. At one point we were late to arrive on the bus due to communication problems, and instead of the guide showing himself available and concerned to help us, he made a joke and made the whole onibus applaud us, causing social discomfort in me and my friends, because we did not understand the reason for the joke.The only things that were worth it, were the places we visited, really the beauty and nature of Peru are stunning.Anyway, we DO NOT RECOMMEND THIS Enterprise! They did not give us what we paid and caused us various discomforts during the day.",1,Jul 2025 • Friends,2025.0,July,Friends,en,333.0,"['bus', 'guide', 'portuguese', 'departure', 'return', 'bathroom', 'dirty', 'unhealthy', 'communication', 'tripadvisor', 'lima']",1588,negative,-0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unforgettable memories,"The experience was amazing, appreciating the sea, the oasis and the desert are wonderful memories that are in my memory.",4,Nov 2024 • Solo,2024.0,November,Solo,en,27.0,"['experience', 'amazing', 'sea', 'oasis', 'desert', 'memories', 'wonderful']",1589,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unforgettable Journey,The contrast between the desert and the oasis is striking. Fully recommended for those looking for something different.,5,Oct 2024 • Friends,2024.0,October,Friends,en,18.0,"['unforgettable', 'journey', 'desert', 'oasis', 'contras', 'recommended', 'different']",1590,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very helpful guide,"Very good service we liked the walk, we went with the family and everything was tidy the guide was very attentive with us, the departure was from Lima and that helped us quite well with the fair time we had in Peru",5,Jul 2024 • Family,2024.0,July,Family,en,53.0,"['guide', 'family', 'lima', 'walk', 'service', 'attentive', 'departure', 'peru', 'tidy']",1591,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent experience,"We loved it, very nice everything. Very attentive guide. Ballesta Islands spectacular, pisco mmmmm I brought 4 bottles. Huacachina excellent, the sandpits, that much fun. Recommended 100%. At breakfast there is a richer bread.",5,"Written July 27, 2024",2024.0,July,Unknown,en,61.0,"['excellent', 'ballesta', 'islands', 'pisco', 'huacachina', 'guide', 'sandpits', 'breakfast', 'bread', 'recommended']",1592,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectacular,"The tour was incredible, it was a wonderful day, absolutely everything was perfect, the guide was always attentive to every detail",5,May 2024 • Solo,2024.0,May,Solo,en,28.0,"['tour', 'incredible', 'wonderful', 'perfect', 'guide', 'attentive', 'detail']",1593,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An unforgettable day,"A wonderful day. Everything perfect. Incredible tours. The guide who accompanied us was very fun, attentive and kind. The tour company is great, they kept us informed the whole time. I will definitely do other tours with them.",5,Apr 2024 • Couples,2024.0,April,Couple,en,52.0,"['wonderful', 'day', 'tours', 'guide', 'fun', 'attentive', 'kind', 'company', 'informed', 'definitely']",1594,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We went to Ballestas Islands, we tasted local sweets and wines and finally we went to the Huacachin tubulars.","A very good tour, it's worth paying for it, I really enjoyed it with my friends, it's definitely worth recommending, I'm sure I'll do it again!!",4,Apr 2024 • Friends,2024.0,April,Friends,en,36.0,"['ballestas', 'islands', 'tasted', 'local', 'sweets', 'wines', 'huacachin', 'tubulars', 'tour', 'enjoyed', 'recommending']",1595,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very friendly guides,"It was an unforgettable adventure, the tour was very nice, the lady who helped me was very kind, and gave us the information we required throughout the tour.",5,Jan 2024 • Family,2024.0,January,Family,en,36.0,"['friendly', 'guides', 'unforgettable', 'adventure', 'tour', 'lady', 'kind', 'information']",1596,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima city tour,"This tour was great. It started with collection from my hotel, a nice tour of the old & new city then a 90 minute guided walking tour , & finally delivered back to the start.It lasted nearly four hours which was tremendous value for money.My guide on the walking tour was Jhoselen. She was very well informed.",5,Sep 2025 • Solo,2025.0,September,Solo,en,88.0,"['tour', 'city', 'walking', 'guide', 'jhose len', 'hotel', 'value', 'money', 'old', 'new']",1597,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unmissable circuit in the historic center,Excellent experience with Jose. Very well designed circuit. We breathe the best of Lima in one afternoon. Highly recommended 💪,5,Sep 2025 • Friends,2025.0,September,Friends,en,22.0,"['excellent', 'experience', 'jose', 'circuit', 'lima', 'afternoon', 'recommended']",1598,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great tour to see the day to day Peruvian life,Great tour! Went with my family and got to see a lot of sights. Got to see the day to day of the Peruvian people. Would recommend!,5,Jul 2025 • Family,2025.0,July,Family,en,28.0,"['tour', 'great', 'family', 'peruvian', 'people', 'sights', 'recommend']",1599,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tour in Lima!!!,The walk was great. We walked through the historic center and every square a beautiful landscape. The architecture of Lima is spectacular.,5,Jul 2025 • Couples,2025.0,July,Couple,en,33.0,"['walk', 'historic', 'center', 'square', 'landscape', 'architecture', 'lima', 'spectacular']",1600,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect welcome to Lima tour,"Awesome tour, perfect blend of bus and walking.  Learned so much on our first Day in Lima highly recommend as great way to get acclimated to the city",5,Jun 2025 • Family,2025.0,June,Family,en,33.0,"['perfect', 'lima', 'tour', 'awesome', 'bus', 'walking', 'learned', 'acclimated', 'city', 'recommend']",1601,positive,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absolutely recommend the tour,"Our guide made this a very pleasant and interesting tour with her knowledge of the Lima history, and clear and fluent english.",5,Jun 2025 • Family,2025.0,June,Family,en,21.0,"['guide', 'pleasant', 'interesting', 'tour', 'lima', 'history', 'english', 'knowledge']",1602,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unforgetable experience.,"We enjoyed the views of Beautiful Miraflores and Lima sentrum. We liked that both start and end of the tour was in Larcomar, it gaves us the chance to go back to our hotel which it was close by. We are grateful to Melissa is a wonderful guide.",5,Jun 2025 • Family,2025.0,June,Family,en,52.0,"['miraflores', 'lima', 'larcomar', 'tour', 'melissa', 'guide', 'views', 'hotel']",1603,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lima historical centre tour,The guide was very knowlegable and we enjoyed visiting the San Domingo monastery and the historical centre. The felt modern and safe,4,Jun 2025 • Friends,2025.0,June,Friends,en,27.0,"['guide', 'knowlegable', 'lima', 'historical', 'centre', 'san', 'domingo', 'monastery', 'safe']",1604,positive,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nice experience,I really enjoyed this tour . Amazing guide with lots of knowledge. Visited many places and interesting ones as well. Guide was helpful and bus ride was good,5,Jun 2025 • Friends,2025.0,June,Friends,en,37.0,"['tour', 'guide', 'knowledge', 'places', 'interesting', 'helpful', 'bus', 'ride']",1605,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good way to see the city.,"The walking part of the tour was great and Melissa was a great tour guide, she had excellent English. The bus tour was nice just hard to hear sometimes, the tour even included a tasting of the regional liquors.",5,Jun 2025 • Friends,2025.0,June,Friends,en,52.0,"['walking', 'tour', 'melissa', 'guide', 'english', 'bus', 'tasting', 'regional', 'liquors']",1606,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interesting tour of Colonial Aristocracy with wonderful guide,"Carlos, our guide and the owner of the tour co, was wonderful. He spoke perfect English and was knowledgeable, kind and funny.   The two houses we saw were interesting and a great way to dive deeper into the colonial lives of the aristocracy.  This was our second visit to Lima so we wanted to see something different than the typical intro to Lima tours and glad we did this tour.",5,"Written November 9, 2024",2024.0,November,Unknown,en,84.0,"['carlos', 'guide', 'tour', 'colonial', 'aristocracy', 'houses', 'lima', 'english', 'knowledgeable', 'funny']",1607,positive,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definitely an experience worth having.,"Pick up in the morning was easy as we confirmed our hotel to be picked up at beforehand and the guides were in contact with us using WhatsApp. The guide was bilingual in Spanish and English and very engaging. Like all bus rides in Peru, it was very bumpy and quite a long ride. We had a coaster bus with a restroom for #1s only. We arrived at the boat launch to view penguins and sea lions (unfortunately we only saw 1 penguin, however there were a lot of sea lions, which was fine as wild animals don’t do appearances on queue). The boat ride is choppy so if you get sea sick take your tablets before getting on the boat. I would also advise bringing your rain jacket as some persons on our tour got pretty drenched from the water spray coming back to land. After the boat tour, Lunch was arranged while on the bus so it was ready as we arrived at the restaurant. The food wasn’t anything lavish but it was still very good with one protein meal and chicha/lemonade/water. Initially arriving at the oasis we only had a short time to grab snacks/water/facemasks and select our dinners (to be collected after) before meeting up to go on the dune buggies. We signed up for the addition hour to not feel rushed. The ride through the dunes was exciting with some thrilling steep hills. We stopped for sand boarding (3 hills that got gradually smaller and being required to carry your body boards to the next hill). We also stopped for 2 photo opps, one on top of the dunes and one later for the sunset photo. After the sunset photo we came back to the start point, had about 45-1hr of free time and to pick up/eat the pre-ordered dinners. After this it was a long bus ride back where the lights were turned off and being tired from a full day you can probably fall asleep. As a side note, all bus rides taken in Lima/Cusco are bumpy and sway back and forth pretty much the entire way - if you get car sick definitely take this into consideration.",5,Sep 2025 • Couples,2025.0,September,Couple,en,520.0,"['guide', 'bus', 'ride', 'boat', 'dune', 'sand', 'sea', 'sick', 'penguins', 'lunch']",1608,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
